pitch_name,stand,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,outs_when_up,sz_top,sz_bot,swing
4-Seam Fastball,L,5.88,-2.804,48.58,5.82,92.84,2009.0,353.6,0.487,2.455,-1.403,0.675,0,0,1,3.21,1.4,1
4-Seam Fastball,R,6.22,-2.89,51.13,5.873,94.39,1573.0,61.4,0.423,3.96,-1.186,-1.881,2,0,2,3.53,1.57,1
Changeup,L,6.17,-2.666,50.02,6.003,81.93,2504.0,81.2,-1.331,1.395,-1.51,0.216,2,2,0,3.59,1.83,0
Cutter,R,5.84,-2.706,50.21,6.273,92.42,1989.0,37.9,-0.794,3.703,1.77,1.273,3,0,2,3.41,1.34,1
Knuckle Curve,R,5.96,-2.883,49.35,5.983,83.19,2056.0,28.3,0.79,2.446,-0.97,0.082,3,0,0,3.51,1.55,1
Slider,L,5.76,-2.794,50.39,6.039,84.41,2460.0,247.3,1.586,1.986,-1.082,0.203,1,0,2,3.53,1.5,0
4-Seam Fastball,R,5.53,-2.786,48.56,6.01,93.94,2285.0,166.4,-0.18,0.891,0.136,0.836,3,1,0,3.26,1.15,0
Changeup,R,5.97,-2.739,50.01,6.086,82.78,1617.0,70.3,-1.508,0.964,-1.923,0.15,2,1,0,3.42,1.46,0
Changeup,L,6.08,-2.853,50.62,5.874,82.72,1469.0,66.7,0.533,3.73,1.764,-0.523,1,1,0,3.6,1.1,1
Slider,R,5.91,-2.848,48.63,5.801,87.63,2027.0,336.9,0.732,1.465,0.559,0.386,2,1,2,3.7,1.25,0
Changeup,L,6.05,-2.896,49.38,5.908,83.25,1459.0,267.3,-1.34,1.17,-0.016,1.074,0,0,0,3.65,1.55,0
Slider,R,6.13,-2.715,48.85,6.17,88.74,1648.0,6.1,1.04,3.852,-0.621,1.304,1,2,2,3.72,1.32,0
Changeup,R,5.94,-2.819,49.69,5.827,84.44,2056.0,277.8,0.61,2.506,0.756,0.737,0,1,0,3.48,1.49,1
4-Seam Fastball,R,6.0,-2.984,49.48,5.542,90.93,1798.0,232.5,-0.619,4.116,1.462,1.697,0,1,1,3.26,1.64,1
Knuckle Curve,R,5.91,-2.81,48.29,6.129,82.24,1778.0,97.0,-0.406,1.104,0.699,1.842,0,0,1,3.35,1.57,0
Slider,R,6.0,-2.786,50.06,6.256,83.69,2135.0,76.7,-0.825,1.549,0.713,0.073,1,1,2,3.85,1.56,1
Changeup,L,6.22,-2.75,49.07,5.954,82.28,2340.0,161.9,-1.067,1.389,-0.749,-0.646,0,1,0,3.41,1.5,0
4-Seam Fastball,R,6.04,-2.703,49.43,6.205,94.06,2583.0,108.1,0.511,3.203,1.608,1.065,2,1,1,3.74,1.33,1
4-Seam Fastball,R,6.05,-2.878,48.45,5.875,92.65,2340.0,64.7,-1.404,1.149,0.981,-0.426,2,1,0,3.74,1.25,0
Knuckle Curve,L,6.12,-2.835,51.47,5.953,82.19,1355.0,197.5,-0.006,3.915,-1.302,-1.051,1,2,0,3.71,1.85,1
4-Seam Fastball,R,5.92,-2.792,51.2,6.16,95.75,2779.0,144.8,0.577,2.178,0.621,0.047,1,2,1,3.45,1.22,1
Cutter,R,6.4,-2.753,50.03,6.114,92.59,1956.0,310.6,-1.116,2.101,1.284,-1.039,2,2,0,3.39,1.47,1
4-Seam Fastball,R,5.82,-2.791,51.9,5.979,92.58,2684.0,0.4,-0.48,1.92,-0.234,0.037,2,2,2,3.42,1.56,1
4-Seam Fastball,R,6.15,-2.834,51.19,5.864,93.31,2012.0,108.0,1.301,0.856,0.04,1.088,1,1,2,3.57,1.55,0
4-Seam Fastball,R,6.28,-2.845,49.69,5.889,93.75,2181.0,126.1,-1.439,3.507,-0.588,1.445,3,0,2,3.5,1.5,0
Slider,L,6.43,-2.837,48.71,6.002,84.61,1201.0,229.3,-0.905,1.171,-1.118,1.361,3,2,2,3.32,1.64,1
Cutter,R,6.14,-2.769,49.38,6.059,93.71,2580.0,90.2,0.705,1.227,-0.678,0.267,2,2,1,3.9,1.65,0
4-Seam Fastball,L,6.51,-2.606,48.52,6.165,92.65,2090.0,40.1,-1.449,2.133,1.829,-1.408,3,0,2,3.11,1.69,0
Slider,R,5.96,-2.757,48.49,6.215,85.32,1782.0,180.9,-0.875,1.608,-0.156,-1.103,1,2,1,3.4,1.88,0
Slider,R,5.95,-2.74,49.95,6.038,86.75,1712.0,131.1,-1.306,2.355,-0.372,-1.142,2,2,0,3.7,1.15,0
Slider,R,6.3,-2.873,49.35,5.907,85.94,1711.0,302.5,-1.344,2.757,0.369,-1.202,2,2,2,3.18,1.43,0
4-Seam Fastball,R,6.24,-2.782,49.87,6.054,92.82,1918.0,242.6,1.235,1.208,-0.312,-1.866,3,1,0,3.58,1.66,0
Cutter,R,5.59,-2.721,50.75,6.1,92.3,2490.0,348.3,-0.798,2.067,1.039,0.645,1,0,1,3.6,1.88,0
4-Seam Fastball,R,5.65,-2.883,51.65,5.841,94.63,2827.0,179.8,1.095,2.107,-0.222,0.028,3,0,0,3.69,1.75,1
4-Seam Fastball,R,6.25,-2.788,50.08,6.12,93.07,2290.0,69.6,1.226,2.074,1.997,0.664,1,2,0,3.69,1.35,0
4-Seam Fastball,R,5.96,-2.739,49.17,6.115,92.08,2607.0,159.3,-0.593,2.453,-1.415,0.934,3,2,2,3.82,1.49,1
Knuckle Curve,R,5.89,-2.863,49.72,6.176,81.67,1707.0,285.7,-1.353,3.694,0.982,0.428,0,1,1,3.73,1.4,0
Knuckle Curve,R,5.87,-2.691,49.1,6.177,81.41,1518.0,81.5,0.604,2.406,0.198,-0.843,3,2,1,3.65,1.11,1
Slider,R,6.03,-2.853,50.92,5.985,89.02,2344.0,284.4,0.057,2.522,1.966,1.523,0,1,2,3.86,1.43,1
4-Seam Fastball,R,6.13,-2.695,49.37,5.986,93.07,2446.0,158.1,-1.44,1.897,0.713,-1.554,1,1,1,3.22,1.41,0
4-Seam Fastball,L,5.98,-2.78,50.5,6.171,93.58,1722.0,79.5,-0.492,0.9,0.256,1.17,2,2,0,3.16,1.33,0
Slider,L,5.82,-2.962,50.38,5.849,86.69,2211.0,161.1,-0.542,4.192,-0.384,-1.564,0,0,1,3.32,1.57,0
Changeup,R,6.07,-2.821,49.64,6.043,82.57,1947.0,91.1,-1.54,1.523,-1.449,-1.595,1,1,1,3.51,1.39,0
Knuckle Curve,L,6.14,-2.566,50.62,6.3,80.57,2140.0,48.6,0.351,2.994,-0.878,0.785,0,2,1,3.34,1.58,1
Knuckle Curve,L,5.78,-2.808,49.48,5.86,83.28,2457.0,120.0,0.653,2.658,-0.158,-1.484,0,1,0,3.74,1.74,1
Changeup,R,5.97,-2.71,50.81,5.96,82.82,2501.0,337.6,-0.972,2.429,-1.445,-1.454,3,1,2,3.81,1.88,0
Knuckle Curve,R,6.24,-2.707,49.79,6.123,83.83,2874.0,51.2,-0.493,1.533,1.706,0.335,3,0,2,3.33,1.63,1
4-Seam Fastball,R,6.01,-2.808,51.42,5.779,94.36,1634.0,12.7,1.118,3.825,0.758,-0.916,1,1,1,3.65,1.55,1
Changeup,L,5.75,-2.875,51.04,5.798,83.01,2131.0,306.8,-0.3,0.956,1.685,-1.735,2,2,0,3.15,1.8,0
4-Seam Fastball,L,5.82,-2.765,48.35,5.958,93.85,2370.0,43.9,-0.923,2.121,1.064,0.412,3,1,2,3.33,1.12,1
4-Seam Fastball,L,6.07,-2.787,47.87,5.806,94.68,2079.0,112.0,-0.235,3.277,-1.719,-1.318,0,0,1,3.9,1.39,0
Knuckle Curve,R,5.86,-2.759,49.77,6.229,82.38,1998.0,200.1,0.59,1.294,-0.895,-0.331,3,0,2,3.51,1.89,0
4-Seam Fastball,R,5.98,-2.889,50.74,5.879,93.86,3026.0,194.6,0.38,3.315,-1.969,-0.125,1,1,2,3.56,1.24,1
Changeup,R,5.61,-2.646,47.93,6.259,82.32,2268.0,63.3,1.252,2.619,-1.227,-1.454,0,1,2,3.5,1.89,0
Cutter,R,5.82,-2.865,50.93,5.86,90.84,2001.0,175.1,-0.959,3.031,1.826,-0.427,2,1,1,3.39,1.88,0
Slider,R,6.07,-2.854,51.18,5.971,91.5,2658.0,212.7,1.048,1.238,-1.764,-0.692,1,1,2,3.6,1.29,0
4-Seam Fastball,R,6.26,-2.777,48.72,6.003,93.06,2101.0,258.2,-1.235,2.667,-1.057,-0.795,1,0,1,3.2,1.42,0
Slider,R,6.16,-2.912,49.78,5.72,86.42,2143.0,244.7,-0.364,1.523,0.479,-0.702,2,1,1,3.5,1.33,1
4-Seam Fastball,R,5.56,-2.829,51.16,6.002,92.81,1945.0,214.4,-1.315,2.783,1.818,-0.534,0,1,0,3.27,1.2,1
4-Seam Fastball,R,6.03,-2.758,51.01,6.123,92.71,1823.0,60.6,-1.219,2.032,0.562,0.175,2,1,1,3.21,1.73,0
4-Seam Fastball,R,6.23,-2.664,51.13,6.123,94.88,2437.0,281.2,0.042,3.439,-1.24,0.644,3,0,1,3.7,1.59,1
Slider,R,5.66,-2.876,47.75,5.838,85.55,2327.0,315.7,0.235,2.466,-1.611,0.51,2,1,0,3.6,1.63,1
Knuckle Curve,R,6.17,-2.606,51.8,6.18,82.88,1871.0,25.5,1.365,2.689,0.593,1.48,1,1,0,3.84,1.22,0
Changeup,R,6.26,-2.957,49.17,5.643,81.48,1850.0,248.7,-0.513,1.76,-1.632,-1.612,3,0,0,3.51,1.36,1
Slider,R,6.15,-2.909,50.29,5.937,85.36,2590.0,346.9,0.559,3.439,-1.918,0.119,1,0,0,3.86,1.47,0
4-Seam Fastball,L,6.28,-2.657,49.95,6.3,94.52,1977.0,259.6,0.225,3.561,1.063,0.918,3,1,2,3.7,1.33,1
4-Seam Fastball,R,5.6,-2.998,52.14,5.578,93.88,2642.0,213.8,1.488,0.826,-1.016,-0.901,0,2,1,3.42,1.6,0
4-Seam Fastball,R,6.07,-2.73,49.53,6.164,94.67,3007.0,234.5,1.113,0.841,-0.35,0.626,3,0,2,3.28,1.26,0
Knuckle Curve,R,5.8,-2.848,48.56,5.958,80.62,1561.0,62.3,-0.083,3.009,1.184,-1.474,1,1,2,3.58,1.22,1
4-Seam Fastball,L,6.42,-2.88,50.47,5.678,94.5,2613.0,105.2,-0.206,2.115,-0.824,0.102,2,0,2,3.69,1.76,1
Knuckle Curve,R,6.19,-2.754,50.63,5.986,81.91,2398.0,199.6,0.194,1.168,1.793,-1.106,2,1,2,3.15,1.28,1
4-Seam Fastball,R,5.74,-2.761,50.39,5.823,91.65,2298.0,160.8,-0.582,0.8,0.906,-0.505,3,2,2,3.33,1.86,0
4-Seam Fastball,R,6.18,-2.753,50.77,5.98,94.94,2509.0,235.0,0.888,2.82,1.325,-0.372,2,1,2,3.16,1.68,1
4-Seam Fastball,R,6.28,-2.722,47.62,6.03,94.01,2554.0,221.3,-0.281,3.816,1.764,0.831,1,1,2,3.71,1.51,1
4-Seam Fastball,R,6.12,-2.743,51.86,6.079,94.78,2169.0,146.9,-1.583,2.046,-1.76,1.324,1,1,1,3.39,1.35,0
Slider,L,5.4,-3.025,50.38,5.662,89.37,2992.0,353.3,-0.195,3.85,-0.124,1.355,3,1,0,3.55,1.7,1
Slider,R,5.74,-2.722,48.87,6.208,83.86,2572.0,215.9,1.524,3.198,1.182,1.543,3,1,2,3.7,1.33,1
Slider,R,5.93,-2.954,47.0,5.784,85.52,2322.0,13.0,-1.504,2.933,1.768,-1.797,3,2,1,3.65,1.71,0
Cutter,R,6.61,-2.762,48.83,6.095,90.32,2012.0,75.0,1.377,3.409,1.538,-0.339,1,2,1,3.64,1.46,1
Cutter,R,6.14,-2.828,50.04,6.008,91.67,2258.0,101.7,1.143,0.838,0.176,1.213,1,0,1,3.73,1.43,0
4-Seam Fastball,R,5.9,-2.684,49.36,5.965,93.15,2429.0,314.8,-0.643,0.854,-0.937,0.566,1,2,0,3.13,1.44,0
Slider,R,6.01,-2.758,48.97,6.058,84.29,2074.0,78.6,0.487,4.129,-1.686,-1.677,3,2,0,3.35,1.18,1
Cutter,L,6.07,-2.949,51.49,5.95,91.88,1743.0,164.4,1.467,3.176,-0.016,-1.97,3,1,1,3.6,1.83,1
Slider,R,6.58,-2.804,49.99,5.983,89.47,2685.0,151.8,-0.602,2.66,-1.705,1.107,3,0,1,3.17,1.88,1
4-Seam Fastball,R,6.46,-2.953,51.81,5.731,93.95,1859.0,150.2,1.431,3.885,-1.421,-1.93,2,2,1,3.43,1.29,1
Changeup,R,6.12,-2.749,50.42,5.966,82.6,2647.0,129.7,-0.477,3.417,-1.564,-0.975,2,1,0,3.48,1.49,1
4-Seam Fastball,R,5.74,-2.856,50.73,5.897,93.03,1855.0,32.8,-1.297,2.884,1.649,0.671,0,0,2,3.31,1.66,0
4-Seam Fastball,R,6.15,-2.829,51.56,5.921,93.05,1876.0,105.1,1.058,1.289,0.082,-0.84,1,0,0,3.89,1.39,0
Changeup,R,6.46,-2.764,52.91,5.969,84.51,2261.0,189.1,0.708,2.606,1.252,-1.795,1,1,2,3.3,1.89,0
Changeup,R,6.22,-2.763,50.81,6.059,83.93,1857.0,33.6,-1.1,1.072,-0.348,-1.467,0,1,0,3.25,1.9,0
Changeup,R,5.85,-2.883,49.83,5.852,82.59,2371.0,86.3,-0.99,3.07,-1.628,1.947,2,2,1,3.36,1.37,1
Changeup,L,5.83,-2.742,50.69,6.173,85.53,2242.0,198.8,-1.541,1.239,1.572,-0.847,3,0,2,3.63,1.55,0
Knuckle Curve,R,6.08,-2.917,49.6,5.855,82.1,2273.0,210.8,0.591,1.745,1.658,1.117,0,0,2,3.65,1.59,0
Knuckle Curve,L,5.73,-2.706,49.76,6.3,80.46,2151.0,53.6,-0.468,2.635,-1.222,1.602,0,0,0,3.55,1.22,0
4-Seam Fastball,R,6.21,-2.763,52.81,5.966,94.43,2629.0,134.3,-1.279,2.945,1.36,1.371,1,0,2,3.67,1.84,0
Cutter,R,5.83,-2.742,48.68,6.122,91.33,2050.0,276.3,1.553,2.608,1.061,-0.817,2,2,0,3.14,1.75,1
Cutter,R,6.24,-2.848,52.28,5.976,91.49,2747.0,112.8,-1.234,3.304,1.66,1.729,2,1,1,3.23,1.81,0
Changeup,R,5.58,-2.767,48.24,5.978,83.09,1872.0,315.1,0.358,1.576,-1.452,-0.476,3,0,2,3.51,1.83,0
Cutter,R,5.75,-2.766,50.69,6.03,91.35,2303.0,70.2,-0.887,1.001,-0.032,1.958,3,0,1,3.34,1.59,0
4-Seam Fastball,R,5.88,-2.729,49.04,6.132,91.67,1835.0,171.3,-0.656,1.414,1.799,0.013,0,1,1,3.38,1.22,1
Knuckle Curve,L,6.01,-2.761,49.26,6.278,82.08,1973.0,60.7,-1.322,3.322,-1.459,-0.8,2,2,0,3.43,1.53,1
Cutter,R,6.1,-2.675,52.49,6.068,92.83,2025.0,98.2,-0.767,3.342,-0.542,1.574,3,1,2,3.1,1.83,0
4-Seam Fastball,R,6.25,-2.83,50.69,5.803,94.88,2208.0,50.4,-1.561,2.041,0.401,-1.186,2,0,2,3.38,1.27,0
Changeup,R,5.87,-2.81,49.42,6.05,83.41,2353.0,64.3,1.303,3.505,-1.335,-0.672,3,2,1,3.66,1.86,0
Changeup,R,6.01,-2.891,48.36,6.052,85.87,2372.0,148.4,0.797,3.462,-1.838,-0.394,1,2,2,3.65,1.66,1
4-Seam Fastball,R,5.98,-2.77,49.07,6.033,93.84,1822.0,154.4,-1.354,2.801,-0.825,0.68,3,0,1,3.8,1.76,0
Changeup,R,5.81,-2.78,48.47,5.975,81.75,1497.0,156.1,1.486,1.022,-0.444,0.996,0,1,2,3.7,1.6,0
4-Seam Fastball,R,6.0,-2.863,52.53,5.845,94.3,2326.0,140.4,-0.406,3.737,0.461,-1.495,2,1,2,3.31,1.78,1
Changeup,R,5.82,-2.787,50.79,6.069,82.0,2400.0,317.4,1.03,3.387,1.427,1.388,0,2,0,3.47,1.45,1
Changeup,L,6.42,-2.889,50.18,5.857,84.23,1711.0,181.0,0.049,2.787,-1.342,-1.038,3,0,2,3.17,1.26,1
4-Seam Fastball,R,6.09,-2.754,49.52,6.102,91.86,2650.0,2.5,1.347,3.065,1.394,-0.895,0,1,0,3.18,1.28,1
4-Seam Fastball,R,6.26,-2.784,51.23,5.99,90.46,1400.0,125.0,1.268,0.975,-0.702,-1.534,0,1,1,3.71,1.57,0
4-Seam Fastball,R,5.58,-2.772,49.36,5.948,93.84,2222.0,84.9,-0.532,3.402,-1.539,-1.027,3,0,2,3.63,1.19,1
Changeup,R,5.9,-2.859,48.4,5.919,84.05,2431.0,186.4,-1.479,1.143,1.264,0.796,3,1,2,3.18,1.69,0
4-Seam Fastball,R,5.77,-2.856,48.13,5.967,92.83,1993.0,46.7,0.345,0.995,-0.526,0.932,2,1,1,3.83,1.87,0
Knuckle Curve,L,5.71,-2.795,48.36,6.033,81.38,2104.0,7.2,1.522,2.835,-0.776,0.187,2,1,1,3.87,1.82,0
4-Seam Fastball,R,5.71,-2.851,50.17,5.853,94.26,1707.0,256.9,0.538,1.507,-0.789,0.922,0,2,0,3.52,1.46,1
4-Seam Fastball,L,5.61,-2.813,49.85,5.78,94.1,2050.0,108.7,1.122,2.606,1.255,-0.491,1,1,2,3.46,1.14,1
4-Seam Fastball,L,5.92,-2.751,47.0,6.045,94.04,1729.0,271.8,0.314,2.101,0.704,-1.811,2,0,0,3.79,1.61,0
4-Seam Fastball,L,5.81,-2.809,50.87,6.106,94.64,2728.0,132.0,1.57,1.955,-1.005,-1.118,0,1,0,3.28,1.68,0
Changeup,R,6.07,-2.786,51.62,6.047,82.22,1780.0,154.9,0.829,3.168,-0.199,0.965,2,0,1,3.25,1.11,1
Slider,R,5.97,-2.75,51.43,6.196,87.44,2653.0,213.7,0.032,2.449,-0.248,-0.066,0,2,0,3.79,1.17,1
4-Seam Fastball,R,5.81,-2.68,49.31,6.272,95.3,1947.0,206.7,-0.918,1.23,0.064,0.954,1,0,2,3.3,1.62,0
Slider,L,6.06,-2.789,50.11,5.849,84.69,2132.0,128.0,0.293,1.789,-0.664,0.157,0,0,1,3.14,1.5,1
Knuckle Curve,L,5.66,-2.948,49.92,5.881,83.54,1973.0,113.1,0.517,1.109,0.678,0.948,3,2,2,3.58,1.8,1
Slider,R,6.17,-2.755,50.39,6.049,89.92,2046.0,298.9,-0.988,1.682,0.399,-1.115,1,1,0,3.59,1.4,1
Knuckle Curve,R,5.92,-2.815,49.88,5.986,84.36,2133.0,113.1,1.471,2.04,-1.314,0.973,1,2,1,3.54,1.72,0
4-Seam Fastball,L,6.01,-2.876,52.94,6.032,91.46,2636.0,213.8,-1.587,2.484,-0.678,1.069,1,1,2,3.55,1.29,0
4-Seam Fastball,R,6.23,-2.686,51.43,6.094,94.96,1840.0,50.8,-1.333,3.255,-1.131,1.157,2,1,2,3.49,1.77,1
Cutter,R,6.21,-2.803,51.79,5.99,92.02,2429.0,137.5,0.452,1.218,0.036,1.439,1,2,1,3.59,1.78,0
4-Seam Fastball,R,6.29,-2.701,49.93,6.217,94.89,1492.0,122.3,0.555,3.309,1.985,1.551,0,0,1,3.15,1.14,1
Slider,R,6.25,-2.973,48.36,5.776,85.23,2477.0,336.4,-0.354,0.981,1.155,1.278,1,2,0,3.42,1.19,0
Slider,R,6.22,-2.726,51.67,6.22,86.52,2595.0,164.0,0.551,2.151,0.806,-0.84,2,1,2,3.52,1.24,1
4-Seam Fastball,L,6.19,-2.838,51.65,6.049,93.41,1800.0,359.7,0.254,2.537,1.96,1.168,3,0,2,3.53,1.25,1
Cutter,R,5.82,-2.724,48.98,5.93,92.57,2426.0,198.3,0.599,0.992,1.179,-0.072,2,2,2,3.39,1.84,0
Knuckle Curve,L,6.09,-2.789,49.15,5.939,85.08,1962.0,202.1,0.573,3.002,-1.868,-0.503,3,1,1,3.25,1.55,1
Knuckle Curve,R,6.29,-2.754,51.56,6.248,83.76,2149.0,83.3,0.954,2.642,0.083,0.272,0,1,0,3.44,1.36,1
Changeup,R,5.78,-2.664,51.47,6.3,82.06,1773.0,113.7,-0.122,3.387,-1.993,0.493,1,1,1,3.38,1.74,1
Cutter,L,6.13,-2.753,50.42,5.965,92.08,1996.0,212.4,-1.24,2.849,-1.253,-0.115,1,0,1,3.47,1.34,0
4-Seam Fastball,L,5.75,-2.812,48.94,6.098,94.65,2498.0,240.5,0.039,4.16,-0.745,0.805,3,1,1,3.13,1.72,0
4-Seam Fastball,R,5.83,-2.77,50.57,6.3,92.14,2651.0,272.8,-0.796,3.962,0.1,0.297,0,2,0,3.74,1.63,1
Changeup,R,6.18,-2.623,50.17,6.3,84.21,2821.0,57.1,-0.799,1.183,0.231,-0.399,0,1,2,3.66,1.26,1
4-Seam Fastball,R,6.18,-2.842,48.28,6.167,93.17,2229.0,294.3,-1.098,2.958,-0.588,-1.679,1,2,0,3.33,1.6,1
4-Seam Fastball,L,5.86,-2.841,49.73,6.049,92.92,2804.0,195.3,0.474,3.05,1.717,-1.406,3,2,1,3.7,1.54,1
Slider,L,6.16,-2.853,52.77,6.126,90.09,2132.0,49.1,-1.163,0.931,-0.568,-1.936,3,1,1,3.74,1.42,0
4-Seam Fastball,R,6.08,-2.78,51.56,5.997,96.31,2281.0,148.9,-0.551,2.422,0.721,-0.713,0,2,1,3.34,1.22,1
Slider,R,5.61,-2.952,51.98,5.72,89.35,2643.0,277.5,0.332,3.71,-0.839,-0.567,1,1,2,3.6,1.4,1
4-Seam Fastball,R,6.12,-2.765,50.6,6.242,92.73,2547.0,36.1,-0.965,1.262,-1.794,-1.031,0,0,0,3.24,1.68,0
Slider,R,5.9,-2.758,49.07,5.908,88.24,2052.0,80.0,1.407,1.433,-0.224,1.943,1,0,0,3.36,1.31,0
Knuckle Curve,R,6.12,-2.711,50.42,6.007,81.69,1787.0,152.7,-1.041,2.244,-1.461,1.289,2,2,1,3.23,1.87,0
Knuckle Curve,R,5.75,-2.803,49.8,5.887,83.51,2276.0,111.1,-0.614,4.079,-0.924,-1.534,3,1,2,3.81,1.38,0
4-Seam Fastball,R,5.77,-2.729,49.46,5.92,94.56,1587.0,337.7,-0.064,1.03,0.333,1.213,0,0,2,3.35,1.26,0
Slider,R,5.86,-2.78,50.35,6.188,86.05,2252.0,115.0,0.026,1.263,-1.513,1.291,1,1,2,3.49,1.5,0
Slider,L,5.98,-2.716,50.11,5.884,86.32,2305.0,108.1,-0.139,3.165,1.279,-1.011,2,2,2,3.3,1.6,1
Changeup,L,5.63,-2.795,48.88,6.145,83.1,1686.0,267.8,-1.456,3.161,0.405,1.947,3,1,1,3.5,1.33,0
4-Seam Fastball,R,6.2,-2.772,50.3,6.206,93.13,2152.0,127.2,1.506,2.798,-0.338,1.177,3,0,2,3.75,1.87,0
Changeup,L,6.05,-2.627,50.22,6.262,82.58,2274.0,11.4,-0.384,4.186,1.809,-1.667,2,0,1,3.51,1.18,0
4-Seam Fastball,R,5.84,-2.69,49.28,6.163,92.87,2722.0,52.8,-1.323,2.418,-0.425,0.747,3,1,0,3.7,1.27,0
Cutter,R,6.13,-2.886,49.89,6.189,89.46,2008.0,121.5,-0.046,2.581,0.869,-0.152,1,0,1,3.45,1.55,1
Slider,R,6.47,-2.715,50.54,5.963,87.3,3100.0,299.3,-0.924,3.836,0.515,0.388,2,0,2,3.81,1.42,0
4-Seam Fastball,R,6.37,-2.805,49.43,6.027,94.54,1680.0,131.5,-0.302,3.912,1.779,1.976,0,1,2,3.44,1.15,1
Slider,R,5.91,-2.733,48.94,5.941,88.88,1516.0,45.6,0.889,2.834,-1.477,1.314,0,1,0,3.2,1.14,1
4-Seam Fastball,R,6.23,-2.786,50.14,5.938,95.91,2124.0,268.3,-0.989,1.221,0.393,1.433,3,2,2,3.3,1.18,0
Cutter,R,6.04,-2.807,50.32,6.028,88.87,2261.0,93.9,-0.368,1.108,0.957,-0.476,0,1,1,3.11,1.31,0
Changeup,R,5.85,-2.766,52.84,6.119,83.32,2129.0,335.6,-1.052,3.014,-1.882,-1.951,1,2,2,3.64,1.7,1
Changeup,R,5.63,-2.801,48.41,6.007,84.16,1993.0,42.4,-0.52,2.228,-0.813,0.147,3,2,2,3.64,1.71,1
Changeup,R,6.21,-2.825,49.22,6.034,83.19,2367.0,137.3,0.462,2.919,-1.516,0.847,3,2,0,3.25,1.25,1
Cutter,R,5.78,-2.765,51.88,5.993,90.98,2403.0,142.3,-0.375,3.011,-1.512,1.637,1,2,0,3.56,1.48,1
4-Seam Fastball,L,6.01,-2.756,48.81,6.189,93.39,1898.0,332.9,-1.139,4.016,-1.665,0.62,1,2,0,3.59,1.59,0
4-Seam Fastball,R,5.51,-2.762,50.05,5.851,93.26,1781.0,237.4,-0.742,3.103,-0.87,0.734,0,2,2,3.31,1.8,1
Slider,R,5.75,-2.732,50.15,6.083,87.52,2558.0,230.9,1.141,3.261,-0.861,-0.758,1,2,1,3.71,1.6,1
4-Seam Fastball,R,6.06,-2.768,49.45,6.125,93.31,1902.0,8.0,0.537,2.95,-0.258,0.074,3,2,1,3.44,1.85,0
Slider,R,5.7,-2.848,48.95,5.784,88.23,2176.0,352.9,-0.623,1.069,1.289,0.493,3,2,1,3.81,1.68,0
Slider,L,5.88,-2.745,49.42,6.205,86.97,1774.0,88.1,-0.389,3.188,1.671,1.966,1,2,2,3.31,1.15,1
4-Seam Fastball,R,5.92,-2.772,48.43,5.965,95.04,2075.0,71.4,-0.617,1.333,1.779,1.719,0,2,1,3.62,1.77,0
Knuckle Curve,R,5.97,-2.716,51.24,6.213,82.81,2118.0,75.6,0.017,3.736,-0.237,-0.126,0,2,2,3.8,1.75,0
4-Seam Fastball,L,6.21,-2.754,51.7,6.3,94.1,2571.0,316.9,0.361,2.15,0.759,0.59,0,0,2,3.28,1.33,1
Slider,R,6.46,-2.794,48.85,6.198,86.25,2192.0,303.1,0.084,3.521,0.157,-1.739,1,2,0,3.66,1.32,1
4-Seam Fastball,R,6.23,-2.654,50.36,6.121,95.81,2083.0,9.6,-0.526,0.935,-1.168,-1.273,1,0,0,3.23,1.82,0
4-Seam Fastball,R,5.6,-2.824,50.58,6.172,92.69,2437.0,245.3,-0.152,1.7,1.446,0.02,3,2,2,3.81,1.83,0
4-Seam Fastball,R,5.45,-2.826,50.0,5.873,94.16,2880.0,236.9,0.12,1.37,1.642,-1.463,1,1,0,3.62,1.55,1
4-Seam Fastball,R,5.74,-2.928,50.77,6.005,93.81,1796.0,288.3,-1.118,3.393,-1.339,-1.149,1,1,1,3.26,1.69,1
4-Seam Fastball,R,6.33,-2.807,48.36,5.876,94.47,1964.0,109.8,-0.111,3.829,-1.835,0.392,2,1,1,3.47,1.15,1
4-Seam Fastball,R,6.01,-2.794,48.34,5.865,94.13,2002.0,153.1,0.544,1.698,1.28,1.473,0,2,2,3.16,1.15,1
Changeup,R,6.0,-2.761,48.78,6.152,82.46,1874.0,128.6,1.575,0.931,-0.987,-1.983,2,1,2,3.32,1.84,0
Slider,R,5.95,-2.79,49.66,6.088,87.25,2135.0,209.9,0.267,2.238,0.477,0.854,3,1,0,3.62,1.74,1
4-Seam Fastball,L,6.11,-2.851,52.15,5.743,93.14,2301.0,0.8,-1.236,3.743,1.386,1.258,0,1,0,3.1,1.63,0
Slider,L,6.2,-2.641,50.63,6.3,83.99,1370.0,271.5,-0.162,1.046,0.719,1.346,2,2,0,3.75,1.39,0
4-Seam Fastball,R,5.56,-2.887,49.57,5.991,92.26,1745.0,190.0,1.466,2.832,0.668,0.521,2,1,1,3.26,1.79,1
Knuckle Curve,R,5.91,-2.884,51.59,5.872,82.16,2223.0,58.2,0.685,3.47,-1.641,-1.613,0,1,2,3.72,1.42,1
